Iteration, Throughput, GoSAgg, GoSSep
917, 83500, 835, 835
918, 83500, 835, 835
919, 83500, 835, 835
920, 83500, 835, 835
921, 83500, 835, 835
922, 83500, 835, 835
923, 83500, 835, 835
924, 83500, 835, 835
925, 83500, 835, 835
926, 83500, 835, 835
927, 83500, 835, 835
928, 83500, 835, 835
929, 83500, 835, 835
930, 83500, 835, 835
931, 83500, 835, 835
932, 83500, 835, 835
933, 83500, 835, 835
934, 83500, 835, 835
935, 83500, 835, 835
936, 83500, 835, 835
937, 83500, 835, 835
938, 83500, 835, 835
939, 83500, 835, 835
940, 83500, 835, 835
941, 83500, 835, 835
942, 83500, 835, 835
943, 83500, 835, 835
944, 83500, 835, 835
945, 83500, 835, 835
946, 83500, 835, 835
947, 83500, 835, 835
948, 83500, 835, 835
949, 83500, 835, 835
950, 83500, 835, 835
951, 83500, 835, 835
952, 83500, 835, 835
953, 83500, 835, 835
954, 83500, 835, 835
955, 83500, 835, 835
956, 83500, 835, 835
957, 83500, 835, 835
958, 83500, 835, 835
959, 83500, 835, 835
960, 83500, 835, 835
961, 83500, 835, 835
962, 83500, 835, 835
963, 83500, 835, 835
964, 83500, 835, 835
965, 83500, 835, 835
966, 83500, 835, 835
967, 83500, 835, 835
968, 83500, 835, 835
969, 83500, 835, 835
970, 83500, 835, 835
971, 83500, 835, 835
972, 83500, 835, 835
973, 83500, 835, 835
974, 83500, 835, 835
975, 83500, 835, 835
976, 83500, 835, 835
977, 83500, 835, 835
978, 83500, 835, 835
979, 83500, 835, 835
980, 83500, 835, 835
981, 83500, 835, 835
982, 83500, 835, 835
983, 83500, 835, 835
984, 83500, 835, 835
985, 83500, 835, 835
986, 83500, 835, 835
987, 83500, 835, 835
988, 83500, 835, 835
989, 83500, 835, 835
990, 83500, 835, 835
991, 83500, 835, 835
992, 83500, 835, 835
993, 83500, 835, 835
994, 83500, 835, 835
995, 83500, 835, 835
996, 83500, 835, 835
997, 83500, 835, 835
998, 83500, 835, 835
999, 83500, 835, 835
1000, 83500, 835, 835
1001, 83500, 835, 835
1002, 83500, 835, 835
1003, 83500, 835, 835
1004, 83500, 835, 835
1005, 83500, 835, 835
1006, 83500, 835, 835
1007, 83500, 835, 835
1008, 83500, 835, 835
1009, 83500, 835, 835
1010, 83500, 835, 835
1011, 83500, 835, 835
1012, 83500, 835, 835
1013, 83500, 835, 835
1014, 83500, 835, 835
1015, 83500, 835, 835
1016, 83500, 835, 835
1017, 83500, 835, 835
1018, 83500, 835, 835
1019, 83500, 835, 835
