Iteration, Throughput, GoSAgg, GoSSep
2808, 148900, 197, 1489
2809, 149200, 197, 1492
2810, 149200, 197, 1492
2811, 149200, 197, 1492
2812, 149200, 197, 1492
2813, 149200, 197, 1492
2814, 148900, 197, 1489
2815, 149200, 197, 1492
2816, 149000, 197, 1490
2817, 149100, 197, 1491
2818, 149000, 197, 1490
2819, 148700, 197, 1487
2820, 148900, 197, 1489
2821, 148500, 197, 1485
2822, 148900, 197, 1489
2823, 148500, 197, 1485
2824, 148900, 197, 1489
2825, 148900, 197, 1489
2826, 148900, 197, 1489
2827, 148700, 197, 1487
2828, 148700, 197, 1487
2829, 148700, 197, 1487
2830, 148700, 197, 1487
2831, 148600, 197, 1486
2832, 148400, 197, 1484
2833, 148600, 197, 1486
2834, 148700, 197, 1487
2835, 148500, 197, 1485
2836, 148700, 197, 1487
2837, 148600, 197, 1486
2838, 148700, 197, 1487
2839, 148500, 197, 1485
2840, 148500, 197, 1485
2841, 148600, 197, 1486
2842, 148600, 197, 1486
2843, 148400, 197, 1484
2844, 148400, 197, 1484
2845, 148500, 197, 1485
2846, 148400, 197, 1484
2847, 148500, 197, 1485
2848, 148400, 197, 1484
2849, 148500, 197, 1485
2850, 148600, 197, 1486
2851, 148700, 197, 1487
2852, 148700, 197, 1487
2853, 148500, 197, 1485
2854, 148700, 197, 1487
2855, 149300, 198, 1493
2856, 148900, 197, 1489
2857, 148900, 197, 1489
2858, 148900, 197, 1489
2859, 148900, 197, 1489
2860, 148700, 197, 1487
2861, 148900, 197, 1489
2862, 148900, 197, 1489
2863, 148800, 197, 1488
2864, 148800, 197, 1488
2865, 148800, 197, 1488
2866, 148800, 197, 1488
2867, 148700, 197, 1487
2868, 148700, 197, 1487
2869, 148700, 197, 1487
2870, 148700, 197, 1487
2871, 148400, 197, 1484
2872, 148200, 197, 1482
2873, 148200, 197, 1482
2874, 148200, 197, 1482
2875, 148300, 197, 1483
2876, 148400, 197, 1484
2877, 148400, 197, 1484
2878, 148400, 197, 1484
2879, 148500, 197, 1485
2880, 148400, 197, 1484
2881, 148400, 197, 1484
2882, 148400, 197, 1484
2883, 148400, 197, 1484
2884, 148200, 197, 1482
2885, 148100, 197, 1481
2886, 148200, 197, 1482
2887, 148300, 197, 1483
2888, 148200, 197, 1482
2889, 148300, 197, 1483
2890, 148200, 197, 1482
2891, 148300, 197, 1483
2892, 147900, 196, 1479
2893, 148100, 196, 1481
2894, 148000, 196, 1480
2895, 148000, 196, 1480
2896, 147900, 196, 1479
2897, 148000, 196, 1480
2898, 147900, 196, 1479
2899, 148100, 196, 1481
2900, 148000, 196, 1480
2901, 148100, 196, 1481
2902, 148000, 196, 1480
2903, 148100, 196, 1481
2904, 148000, 196, 1480
2905, 148200, 196, 1482
2906, 148100, 196, 1481
2907, 148100, 196, 1481
2908, 148000, 196, 1480
2909, 148100, 196, 1481
2910, 148000, 196, 1480
2911, 148000, 196, 1480
2912, 148200, 196, 1482
2913, 148200, 196, 1482
2914, 148200, 196, 1482
2915, 148200, 196, 1482
2916, 148200, 196, 1482
2917, 148300, 196, 1483
2918, 148900, 197, 1489
2919, 148800, 197, 1488
2920, 148800, 197, 1488
2921, 148500, 197, 1485
2922, 148800, 197, 1488
2923, 148500, 197, 1485
2924, 148400, 197, 1484
2925, 148100, 197, 1481
2926, 148000, 196, 1480
2927, 148300, 196, 1483
2928, 148300, 196, 1483
2929, 148100, 196, 1481
2930, 148000, 196, 1480
2931, 148100, 196, 1481
2932, 148000, 196, 1480
2933, 148100, 196, 1481
2934, 148000, 196, 1480
2935, 148100, 196, 1481
2936, 147900, 196, 1479
2937, 148100, 196, 1481
2938, 147800, 196, 1478
2939, 148100, 196, 1481
2940, 148400, 197, 1484
2941, 148400, 197, 1484
2942, 148200, 197, 1482
2943, 148400, 197, 1484
2944, 148100, 196, 1481
2945, 148000, 196, 1480
2946, 148100, 196, 1481
2947, 147900, 196, 1479
2948, 147800, 196, 1478
2949, 148000, 196, 1480
2950, 147900, 196, 1479
2951, 148000, 196, 1480
2952, 147800, 196, 1478
2953, 148000, 196, 1480
2954, 147700, 196, 1477
2955, 148000, 196, 1480
2956, 148000, 196, 1480
2957, 148100, 196, 1481
2958, 148100, 196, 1481
2959, 148100, 196, 1481
2960, 148100, 196, 1481
2961, 148100, 196, 1481
2962, 148100, 196, 1481
2963, 148100, 196, 1481
2964, 147900, 196, 1479
2965, 147900, 196, 1479
2966, 148000, 196, 1480
2967, 147900, 196, 1479
2968, 147900, 196, 1479
2969, 148000, 196, 1480
2970, 148000, 196, 1480
2971, 148100, 196, 1481
2972, 148100, 196, 1481
2973, 148100, 196, 1481
2974, 148100, 196, 1481
2975, 148100, 196, 1481
2976, 147800, 196, 1478
2977, 148100, 196, 1481
2978, 147800, 196, 1478
2979, 148100, 196, 1481
2980, 147900, 196, 1479
2981, 147900, 196, 1479
2982, 147900, 196, 1479
2983, 148000, 196, 1480
2984, 147700, 196, 1477
2985, 148000, 196, 1480
2986, 147900, 196, 1479
2987, 147800, 195, 1478
2988, 147700, 195, 1477
2989, 147800, 195, 1478
2990, 147700, 195, 1477
2991, 147800, 195, 1478
2992, 147700, 195, 1477
2993, 147800, 195, 1478
2994, 147600, 195, 1476
2995, 147800, 195, 1478
2996, 148100, 195, 1481
2997, 147800, 195, 1478
2998, 147800, 195, 1478
2999, 147900, 195, 1479
3000, 148000, 195, 1480
3001, 148100, 195, 1481
3002, 148000, 195, 1480
3003, 148100, 195, 1481
3004, 148000, 195, 1480
3005, 148100, 195, 1481
3006, 148000, 195, 1480
3007, 148300, 195, 1483
3008, 148200, 195, 1482
3009, 148300, 195, 1483
3010, 148200, 195, 1482
3011, 148300, 195, 1483
3012, 148200, 195, 1482
3013, 148300, 195, 1483
3014, 148500, 195, 1485
3015, 148600, 195, 1486
3016, 148500, 195, 1485
3017, 148600, 195, 1486
3018, 148400, 195, 1484
3019, 148400, 195, 1484
3020, 148300, 195, 1483
3021, 148300, 195, 1483
3022, 148300, 195, 1483
3023, 148100, 195, 1481
3024, 148200, 195, 1482
3025, 148200, 195, 1482
3026, 148300, 195, 1483
3027, 148400, 195, 1484
3028, 148500, 195, 1485
3029, 148400, 195, 1484
3030, 148400, 195, 1484
3031, 148400, 195, 1484
3032, 148200, 195, 1482
3033, 148200, 195, 1482
3034, 148000, 195, 1480
3035, 148200, 195, 1482
3036, 147900, 195, 1479
3037, 148200, 195, 1482
3038, 148200, 195, 1482
3039, 148300, 195, 1483
3040, 148400, 195, 1484
3041, 148500, 195, 1485
3042, 148200, 195, 1482
3043, 148200, 195, 1482
3044, 148200, 195, 1482
3045, 148200, 195, 1482
3046, 148200, 195, 1482
3047, 148100, 195, 1481
3048, 148200, 195, 1482
3049, 148200, 195, 1482
3050, 147900, 195, 1479
3051, 148400, 196, 1484
3052, 148300, 196, 1483
3053, 148200, 196, 1482
3054, 148100, 195, 1481
3055, 148000, 195, 1480
3056, 147600, 195, 1476
3057, 147500, 194, 1475
3058, 147400, 194, 1474
3059, 147500, 194, 1475
3060, 147400, 194, 1474
3061, 147500, 194, 1475
3062, 147300, 194, 1473
3063, 147500, 194, 1475
3064, 147200, 193, 1472
3065, 147300, 193, 1473
3066, 147200, 193, 1472
3067, 147200, 193, 1472
3068, 147600, 194, 1476
3069, 147800, 194, 1478
3070, 147700, 194, 1477
3071, 147800, 194, 1478
3072, 147700, 194, 1477
3073, 147700, 194, 1477
3074, 147300, 194, 1473
3075, 147500, 194, 1475
3076, 147800, 194, 1478
3077, 147800, 194, 1478
3078, 148000, 194, 1480
3079, 148600, 195, 1486
3080, 148600, 195, 1486
3081, 148600, 195, 1486
3082, 148600, 195, 1486
3083, 148600, 195, 1486
3084, 148600, 195, 1486
3085, 148700, 196, 1487
3086, 148800, 196, 1488
3087, 148800, 196, 1488
3088, 148500, 196, 1485
3089, 148500, 196, 1485
3090, 148500, 196, 1485
3091, 148300, 196, 1483
3092, 148500, 196, 1485
3093, 148300, 196, 1483
3094, 148500, 196, 1485
3095, 148300, 196, 1483
3096, 148100, 195, 1481
3097, 148600, 196, 1486
3098, 148600, 196, 1486
3099, 148600, 196, 1486
3100, 148300, 196, 1483
3101, 148300, 196, 1483
3102, 148600, 196, 1486
3103, 148600, 196, 1486
3104, 148800, 196, 1488
3105, 148800, 196, 1488
3106, 149000, 197, 1490
3107, 149100, 197, 1491
3108, 149100, 196, 1491
3109, 149100, 196, 1491
3110, 149100, 196, 1491
3111, 148800, 196, 1488
3112, 149100, 196, 1491
3113, 149100, 196, 1491
3114, 149000, 196, 1490
3115, 149100, 196, 1491
3116, 148700, 196, 1487
3117, 148900, 196, 1489
3118, 149000, 196, 1490
3119, 149000, 196, 1490
3120, 149000, 196, 1490
3121, 149200, 197, 1492
3122, 149200, 197, 1492
3123, 149200, 197, 1492
3124, 149200, 197, 1492
3125, 149200, 197, 1492
3126, 149200, 197, 1492
3127, 149200, 197, 1492
3128, 149200, 197, 1492
3129, 149200, 197, 1492
3130, 149200, 197, 1492
3131, 149100, 197, 1491
3132, 149100, 197, 1491
3133, 149100, 197, 1491
3134, 149100, 197, 1491
3135, 149200, 197, 1492
3136, 149200, 197, 1492
3137, 149200, 197, 1492
3138, 148900, 197, 1489
3139, 149200, 197, 1492
3140, 148900, 197, 1489
3141, 149200, 197, 1492
3142, 149000, 197, 1490
3143, 149200, 197, 1492
3144, 148900, 197, 1489
3145, 149400, 198, 1494
3146, 149300, 198, 1493
3147, 149400, 198, 1494
3148, 149200, 197, 1492
3149, 149000, 197, 1490
3150, 148800, 197, 1488
3151, 148500, 196, 1485
3152, 148500, 196, 1485
3153, 148400, 196, 1484
3154, 148400, 196, 1484
3155, 148300, 196, 1483
3156, 148300, 196, 1483
3157, 148100, 196, 1481
3158, 147900, 195, 1479
3159, 148500, 196, 1485
3160, 148400, 196, 1484
3161, 148300, 196, 1483
3162, 148300, 196, 1483
3163, 148300, 196, 1483
3164, 148300, 196, 1483
3165, 148200, 196, 1482
3166, 148800, 197, 1488
3167, 148500, 197, 1485
3168, 148800, 197, 1488
3169, 148400, 196, 1484
3170, 148800, 197, 1488
3171, 148600, 197, 1486
3172, 148600, 197, 1486
3173, 148600, 197, 1486
3174, 148500, 197, 1485
3175, 148700, 197, 1487
3176, 148700, 197, 1487
3177, 148800, 197, 1488
3178, 148400, 196, 1484
3179, 148400, 196, 1484
3180, 148400, 196, 1484
3181, 148400, 196, 1484
3182, 148700, 197, 1487
3183, 148400, 197, 1484
3184, 148100, 197, 1481
3185, 148400, 197, 1484
3186, 147900, 196, 1479
3187, 147900, 196, 1479
3188, 148100, 196, 1481
3189, 148200, 196, 1482
3190, 148400, 196, 1484
3191, 148300, 196, 1483
3192, 148300, 196, 1483
3193, 148200, 196, 1482
3194, 148500, 196, 1485
3195, 148400, 196, 1484
3196, 148800, 197, 1488
3197, 148900, 197, 1489
3198, 148900, 197, 1489
3199, 148800, 197, 1488
3200, 148900, 197, 1489
3201, 148700, 197, 1487
3202, 148700, 197, 1487
3203, 148700, 197, 1487
3204, 148700, 197, 1487
3205, 148800, 197, 1488
3206, 148800, 197, 1488
3207, 148500, 197, 1485
3208, 148800, 197, 1488
3209, 148500, 197, 1485
3210, 148800, 197, 1488
3211, 148400, 197, 1484
3212, 148400, 197, 1484
3213, 148400, 197, 1484
3214, 148100, 196, 1481
3215, 148100, 196, 1481
3216, 148100, 196, 1481
3217, 147800, 196, 1478
3218, 148100, 196, 1481
3219, 148200, 196, 1482
3220, 148200, 196, 1482
3221, 148200, 196, 1482
3222, 148200, 196, 1482
3223, 148200, 196, 1482
3224, 148200, 196, 1482
3225, 147900, 196, 1479
3226, 147700, 195, 1477
3227, 148400, 196, 1484
3228, 148300, 196, 1483
3229, 148300, 196, 1483
3230, 148200, 196, 1482
3231, 148000, 196, 1480
3232, 148000, 196, 1480
3233, 148000, 196, 1480
3234, 148000, 196, 1480
3235, 148200, 196, 1482
3236, 148200, 196, 1482
3237, 148100, 196, 1481
3238, 148100, 196, 1481
3239, 148200, 196, 1482
3240, 148400, 196, 1484
3241, 148200, 196, 1482
3242, 148000, 196, 1480
3243, 147800, 196, 1478
3244, 147700, 196, 1477
3245, 147800, 196, 1478
3246, 147700, 196, 1477
3247, 147700, 196, 1477
3248, 147500, 196, 1475
3249, 147700, 196, 1477
3250, 147900, 196, 1479
3251, 147700, 196, 1477
3252, 147800, 196, 1478
3253, 148000, 196, 1480
3254, 148400, 196, 1484
3255, 148400, 196, 1484
3256, 148400, 196, 1484
3257, 148600, 196, 1486
3258, 148500, 196, 1485
3259, 148300, 196, 1483
3260, 148300, 196, 1483
3261, 148300, 196, 1483
3262, 148300, 196, 1483
3263, 148500, 197, 1485
3264, 148500, 197, 1485
3265, 148900, 198, 1489
3266, 148800, 198, 1488
3267, 148800, 198, 1488
3268, 148700, 197, 1487
3269, 148700, 197, 1487
3270, 148600, 197, 1486
3271, 148700, 197, 1487
3272, 148700, 197, 1487
3273, 148300, 197, 1483
3274, 148800, 198, 1488
3275, 148700, 198, 1487
3276, 148700, 198, 1487
3277, 148800, 198, 1488
3278, 148800, 198, 1488
3279, 148800, 198, 1488
3280, 148700, 198, 1487
3281, 148600, 198, 1486
3282, 148600, 198, 1486
3283, 148600, 198, 1486
3284, 148600, 198, 1486
3285, 148600, 198, 1486
3286, 148600, 198, 1486
3287, 148600, 198, 1486
3288, 148600, 198, 1486
3289, 148600, 198, 1486
3290, 148600, 198, 1486
3291, 148600, 198, 1486
3292, 148600, 198, 1486
3293, 148700, 198, 1487
3294, 148600, 198, 1486
3295, 148400, 198, 1484
3296, 148200, 197, 1482
3297, 148500, 197, 1485
3298, 148400, 197, 1484
3299, 148400, 197, 1484
3300, 148200, 197, 1482
3301, 148500, 197, 1485
3302, 148300, 197, 1483
3303, 148300, 197, 1483
3304, 148300, 197, 1483
3305, 148300, 197, 1483
3306, 148300, 197, 1483
3307, 148300, 197, 1483
3308, 148100, 197, 1481
3309, 148300, 197, 1483
3310, 148400, 197, 1484
3311, 148400, 197, 1484
3312, 148400, 197, 1484
3313, 148400, 197, 1484
3314, 148400, 197, 1484
3315, 148300, 197, 1483
3316, 148500, 197, 1485
3317, 148700, 197, 1487
3318, 148600, 197, 1486
3319, 148700, 197, 1487
3320, 148600, 197, 1486
3321, 148600, 197, 1486
3322, 148500, 197, 1485
3323, 148400, 197, 1484
3324, 148500, 197, 1485
3325, 148600, 197, 1486
3326, 148600, 197, 1486
3327, 148600, 197, 1486
3328, 148500, 197, 1485
3329, 148800, 197, 1488
3330, 148700, 197, 1487
3331, 148700, 197, 1487
3332, 148800, 197, 1488
3333, 148700, 197, 1487
3334, 148700, 197, 1487
3335, 148500, 197, 1485
3336, 148300, 197, 1483
3337, 148300, 197, 1483
3338, 148400, 197, 1484
3339, 148500, 197, 1485
3340, 148500, 197, 1485
3341, 148500, 197, 1485
3342, 148700, 197, 1487
3343, 148700, 197, 1487
3344, 148700, 197, 1487
3345, 148800, 197, 1488
3346, 148800, 197, 1488
3347, 148800, 197, 1488
3348, 148500, 197, 1485
3349, 148500, 197, 1485
3350, 148600, 197, 1486
3351, 148600, 197, 1486
3352, 148600, 197, 1486
3353, 148700, 197, 1487
3354, 148700, 197, 1487
3355, 148700, 197, 1487
3356, 148700, 197, 1487
3357, 148700, 197, 1487
3358, 148600, 197, 1486
3359, 148700, 197, 1487
3360, 148700, 197, 1487
3361, 148700, 197, 1487
3362, 148600, 197, 1486
3363, 148600, 197, 1486
3364, 148300, 197, 1483
3365, 148100, 196, 1481
3366, 148100, 196, 1481
3367, 148100, 196, 1481
3368, 148100, 196, 1481
3369, 147900, 196, 1479
3370, 148200, 196, 1482
3371, 148300, 196, 1483
3372, 148300, 196, 1483
3373, 148300, 196, 1483
3374, 148300, 196, 1483
3375, 148300, 196, 1483
3376, 148300, 196, 1483
3377, 148300, 196, 1483
3378, 148300, 196, 1483
3379, 148300, 196, 1483
3380, 148300, 196, 1483
3381, 148300, 196, 1483
3382, 148300, 196, 1483
3383, 148300, 196, 1483
3384, 148300, 196, 1483
3385, 148300, 196, 1483
3386, 148300, 196, 1483
3387, 148300, 196, 1483
3388, 148200, 196, 1482
3389, 148000, 196, 1480
3390, 148400, 197, 1484
3391, 148500, 197, 1485
3392, 148500, 197, 1485
3393, 148500, 197, 1485
3394, 148500, 197, 1485
3395, 148500, 197, 1485
3396, 148300, 197, 1483
3397, 148600, 197, 1486
3398, 148600, 197, 1486
3399, 148500, 197, 1485
3400, 148300, 197, 1483
3401, 148600, 197, 1486
3402, 148800, 197, 1488
3403, 148800, 197, 1488
3404, 148800, 197, 1488
3405, 148800, 197, 1488
3406, 148700, 197, 1487
3407, 148600, 197, 1486
3408, 148700, 197, 1487
3409, 148800, 197, 1488
3410, 148800, 197, 1488
3411, 148800, 197, 1488
3412, 148800, 197, 1488
3413, 148800, 197, 1488
3414, 148700, 197, 1487
3415, 148800, 197, 1488
3416, 148700, 197, 1487
3417, 148700, 197, 1487
3418, 148800, 197, 1488
3419, 148800, 197, 1488
3420, 148600, 197, 1486
3421, 148700, 197, 1487
3422, 148700, 197, 1487
3423, 148700, 197, 1487
3424, 148700, 197, 1487
3425, 148700, 197, 1487
3426, 148600, 197, 1486
3427, 148700, 197, 1487
3428, 148800, 197, 1488
3429, 148800, 197, 1488
3430, 148800, 197, 1488
3431, 148800, 197, 1488
3432, 148600, 197, 1486
3433, 148600, 197, 1486
3434, 148600, 197, 1486
3435, 148600, 197, 1486
3436, 148500, 197, 1485
3437, 148600, 197, 1486
3438, 148600, 197, 1486
3439, 148300, 197, 1483
3440, 148300, 197, 1483
3441, 148300, 197, 1483
3442, 148400, 197, 1484
3443, 148400, 197, 1484
3444, 148400, 197, 1484
3445, 148400, 197, 1484
3446, 148400, 197, 1484
3447, 148400, 197, 1484
3448, 148400, 197, 1484
3449, 148400, 197, 1484
3450, 148400, 197, 1484
3451, 148400, 197, 1484
3452, 148200, 197, 1482
3453, 148200, 197, 1482
3454, 148000, 197, 1480
3455, 148200, 197, 1482
3456, 148200, 197, 1482
3457, 148200, 197, 1482
3458, 148200, 197, 1482
3459, 148200, 197, 1482
3460, 148200, 197, 1482
